iter	RMSE
2901	0.02978889304
2902	0.0297683612
2903	0.02976011695
2904	0.02975411339
2905	0.02975035645
2906	0.0297444948
2907	0.02973977035
2908	0.02972905209
2909	0.02972368036
2910	0.02969611916
2911	0.02969588267
2912	0.0296893681
2913	0.02966524823
2914	0.02964336407
2915	0.02961209509
2916	0.02961165389
2917	0.02959821708
2918	0.02959193429
2919	0.02957153764
2920	0.02956658147
2921	0.02955928995
2922	0.02954069164
2923	0.02952934767
2924	0.02952884875
2925	0.02952438456
2926	0.02950896709
2927	0.02950590294
2928	0.02948424569
2929	0.02947898758
2930	0.0294513083
2931	0.02944793438
2932	0.02944286298
2933	0.02943234703
2934	0.02942808379
2935	0.02941513631
2936	0.02941113049
2937	0.02939248562
2938	0.02938826273
2939	0.02938753504
2940	0.02937659893
2941	0.02936923234
2942	0.02936189855
2943	0.02934879417
2944	0.02933539673
2945	0.02932858154
2946	0.02932089222
2947	0.02930922877
2948	0.02930768112
2949	0.02930282704
2950	0.0292944295
2951	0.02928185004
2952	0.02928019945
2953	0.0292782631
2954	0.02925334542
2955	0.02924819447
2956	0.0292304611
2957	0.02922714874
2958	0.02922157922
2959	0.02919017622
2960	0.02917810721
2961	0.02917209435
2962	0.02916123346
2963	0.02916019157
2964	0.02914808589
2965	0.02913871445
2966	0.02913682495
2967	0.02913247125
2968	0.0291306764
2969	0.02912700337
2970	0.02912459497
2971	0.02910054453
2972	0.02909935834
2973	0.02909595951
2974	0.02908570429
2975	0.02905249009
2976	0.02904347022
2977	0.02903656298
2978	0.02899946956
2979	0.02898643617
2980	0.0289723223
2981	0.02895202295
2982	0.02895160491
2983	0.02894803918
2984	0.02893905283
2985	0.0289387604
2986	0.02893826714
2987	0.02893781685
2988	0.02891901588
2989	0.02891627259
2990	0.02889674904
2991	0.02889054053
2992	0.02888155525
2993	0.02887734514
2994	0.02886434582
2995	0.02885809026
2996	0.02883579816
2997	0.02882923023
2998	0.02880838503
2999	0.02880436788
